IncomingTrackId,std_accX_end,mean_accX_end,median_accX_end,max_angleX_diff
3213748,2.30793593,-0.534132862,-0.256000012,59.31412412
3213752,0.134419611,0.019503023,0.036972046,57.61173868
3213915,0,-0.014465332,-0.014465332,0
3213917,0.370279316,0.028960727,-0.067153931,59.1117737
3213918,0.578981106,0.012017992,-0.121536255,83.03929838
3214401,0.204928596,0.065182508,0.05531311,89.94365362
3214718,0.021638617,-0.658936659,-0.658660889,5.063195906
3215013,0.413864979,-0.053118497,-0.016098022,82.55284754
3215493,0.315920483,-0.337553914,-0.305679321,80.94897898
3215923,0.16257216,0.004601203,0.028358459,87.8889735
3215940,0.343111407,-0.177427476,-0.087730408,89.86728529
3216321,0.700305898,-0.023296432,0.053039551,77.04333117
3218373,1.399163605,-0.347924712,-0.043380737,39.21278242
3219284,0.413022131,0.01975017,0.159118652,51.0884413
3219449,0.346922218,-0.10579983,0.024414063,86.06563758
3219574,0.193399365,-0.03727088,-0.155792236,70.423355
3219931,0.091016682,0.231164551,0.207977295,12.95762755
3220151,0,0,0,0
3220186,0.783082433,1.348498548,1.352125406,10.73641571
3220206,0.137103758,-0.019611167,-0.013244629,89.13985485
3220243,0.266259108,-0.052538215,0.024848938,85.69378673
3220579,0.096199288,0.04358008,0.02394104,89.87636008
3220602,0.317643248,0.230186011,0.124069214,58.81997567
3221029,1.267882369,-0.64783872,-1.069000006,71.01850456
3221116,0.434480259,0.094364907,0.040359497,78.18627314
3221135,3.736075722,-0.32587504,1.084000021,43.48829053
3221931,0.29656003,-0.055973425,-0.040000916,89.27118263
3222481,0.064543287,-0.277396125,-0.275184631,26.14808899
3222705,0.200308789,-0.089737373,-0.098632813,86.82023117
3222737,0.221851416,0.131700039,0.18712616,86.06481329
3224146,1.142075988,0.892632061,0.746990919,20.75428791
3224385,1.281618146,-0.014663264,-0.313812256,50.75466806
3224678,0.159154648,0.205956595,0.288864136,30.65728861
3224821,2.745375106,3.415024588,4.491615295,76.16517925
3225263,2.029571923,-0.551474722,0.037999999,18.02500384
3225303,0.479498824,-0.128833688,0.011825562,83.05003872
3225317,0.544399598,-0.306172752,-0.127868652,67.34397916
3225337,0.042906921,0.921977997,0.926109314,1.035427701
3225552,0.501490843,0.11408576,0.000686646,87.78284114
3225923,3.549760223,2.80556118,5.046478271,80.08201235
3226268,2.460349054,0.239301874,-0.574000001,81.30679525
3226465,0.448582445,0.075842638,0.2003479,86.57477382
3226599,3.967153055,3.929989119,2.973571777,55.75227231
3226680,1.455499947,0.076499999,0.076499999,0
3226701,0,0.726999998,0.726999998,0
3227129,0,0.037999999,0.037999999,0
3227370,2.655911433,2.189060453,0.693214417,87.56332196
3227754,2.68130796,1.716476365,2.814384103,42.29209981
3227975,0.372348075,-0.822380959,-0.80400002,14.93032221
3227995,3.493933666,0.210297121,0.09337672,75.79267054
3228063,0.309260011,0.042302974,0.117340088,36.10482659
3228187,2.146428942,-0.407797613,0.497999996,89.61039119
3228837,3.525588989,3.438454692,5.531303406,81.82059246
3229109,0.271393703,-0.580722584,-0.591094971,88.29734889
3229177,0.232418859,0.228630675,0.154327393,30.6588938
3229435,0.254891818,0.091919716,0.074203491,88.6653485
3229512,5.360184916,-1.365410233,0.036697388,84.45367365
3229617,3.283857708,-0.853345311,-1.067123413,84.91001815
3229660,0.1616791,0.010707302,0.026306152,89.8093946
3229802,0.48329606,-0.216720581,0.000457764,86.880892
3229921,0.375677086,0.150293973,0.124633789,89.92440815
3230561,0.415680003,0.560624315,0.690322876,66.02149641
3230691,0.293940415,0.16119803,0.167404175,88.26823407
3230694,0.564581447,-0.17837143,-0.191,14.10416589
3230801,0,-0.223098755,-0.223098755,0
3231112,0.025487583,0.015082989,0.013214111,13.95243592
3231313,2.791999457,0.488630129,2.993843079,69.17590026
3231333,2.675526721,0.93328162,1.229782104,71.55768023
3231470,0.390959529,0.177282994,-0.000221252,75.19149326
3231474,0,0.545877993,0.545877993,0
3231528,0,-0.077896118,-0.077896118,0
3231891,3.495103794,-0.282317663,0.008379706,80.83700499
3232162,0.25869335,0.018326677,0.006362915,89.4449441
3232412,0.487593154,-8.577062475,-8.644265175,2.311000608
3232419,3.035615113,-1.348321258,-0.928535461,87.34024038
3232457,0.278258988,-0.062733854,0.02986145,89.78920066
3232654,1.248541793,-0.718613609,-0.244208574,45.84335735
3232758,0.233083724,-0.066788035,0.024261475,75.29851156
3233126,4.115978903,0.232391135,-0.990753174,67.78283894
3233683,0.37584555,-0.343940759,-0.483200073,45.87992621
3233726,2.148402499,5.355224249,5.313140869,23.45618518
3233814,5.369336128,1.395752168,2.476203084,86.61951329
3234921,1.721851011,0.319290737,0.242412917,87.35061058
3234955,0.078108509,0.615210077,0.607528687,1.606264067
3235534,4.466436798,0.924918771,-0.962498486,62.71286743
3235633,4.745369278,-1.001929626,0.287872314,85.1397793
3235937,5.307231046,-0.477646823,-0.07422252,76.69114878
3236603,0.385540872,0.114542844,0.0105896,59.27983003
3236786,0.497593265,0.549937278,0.560668945,89.6284508
3236980,4.020461805,-4.337955796,-5.204030275,73.32290719
3237042,0.409062413,-0.587359228,-0.619773865,85.96277825
3237203,3.194221159,8.765825033,8.12100029,13.3798269
3237204,0.527071947,-6.61042847,-6.434999943,3.371880707
3237564,0.59319539,-0.16198162,0.000701904,80.25085881
3237588,1.965431319,-7.877511125,-7.507999897,10.06798927
3237790,3.686410974,-3.111250551,-2.557006836,89.48515285
3238101,0.372499867,0.160709797,0.129211426,87.69668385
3238261,0.154750221,-0.06841322,-0.075073242,25.46629124
3238617,0.019190244,0.278224945,0.277801514,0
3238771,0,-0.121902466,-0.121902466,0
3238921,4.334972586,-5.029875734,-7.673416615,39.56066082
3240238,7.038748629,0.102475628,0.116118781,85.60908657
3240457,5.02048307,1.582039194,1.025915384,88.40387936
3240729,0.514945636,0.308949885,-0.003807068,71.01058289
3240730,0.219769128,-0.154644403,-0.12197113,87.94670429
3240731,0.173879386,-0.675242106,-0.593338013,2.142382061
3241185,1.021970627,-6.325857162,-6.282000065,3.307060769
3241250,0.169621913,-0.015716401,-0.026687622,87.68828006
3241489,0.411048889,-0.23721611,-0.030548096,73.06460147
3241613,1.502203073,1.539064621,1.97168529,37.07181487
3241726,0,3.20942688,3.20942688,0
3241728,3.87148533,1.880452549,0.453102112,88.3524997
3241963,2.641442605,1.110603181,1.398000002,86.08266337
3242594,0.163223684,-0.837446502,-0.801605225,9.117446599
3242990,0.347635573,0.076941825,0.06791687,88.44125744
3243330,1.769582248,0.391555573,1.067813933,83.45252605
3243582,0.355819042,0.410750002,0.537499994,0.989635802
3243800,2.90757204,-1.020293601,-0.118516602,71.76647555
3243806,2.177969129,-0.472127264,-0.098999999,67.48619467
3243858,0.595806642,0.224811052,0.040534973,88.90613723
3244686,0.499753827,0.33343563,0.438308716,89.01150871
3244744,0.468241274,0.243467673,0.091827393,81.471715
3244911,0.115793275,-0.068667307,-0.073013306,30.81541648
3245504,0.185519108,-0.077213855,-0.034934998,87.16798149
3245558,2.221525838,8.973611823,8.887000084,18.09486
3245997,5.333535333,-0.591815971,-1.410227895,77.43701664
3246141,0.503095905,-0.252130856,0.01008606,86.56067315
3246453,3.625021132,-3.615539125,-1.786128998,59.84523638
3246502,3.432340165,-0.992706976,0.077811554,86.17201229
3246535,0.377877675,0.283260275,0.255996704,87.75253799
3246619,0.193766589,-0.008649547,-0.008895874,87.27324073
3247268,1.036640669,0.321700485,0.146987915,57.0570559
3247927,1.683668955,1.571285047,1.478164673,86.86436258
3248731,0,-0.718260527,-0.718260527,0
3249791,0.273888053,0.363283213,0.340789795,87.68929295
3250501,0,7.842483521,7.842483521,0
3250881,0,-2.002258301,-2.002258301,0
3250994,0.803753637,0.217193814,0.592262268,45.27947046
3251504,0.471687852,-0.330461842,-0.129104614,88.00231325
3251607,0.224660887,-0.026320032,-0.029808044,88.63278084
3252293,0.368700327,-0.535942643,-0.704978943,70.25007425
3252728,0.377428496,0.248847796,0.063964844,66.64990464
3253037,0.582524299,-0.007530092,-0.255554199,62.34064435
3253097,1.543981074,2.944426492,3.147178173,51.54977139
