0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng|5|latitude|6|longitude
AIU|AIU|NCAT|NCAT|Atiu Island|Atiu Island|Atiu Island|Atiu Island|Cook Islands|Cook Islands|-19.967778|-19.967778|-158.119167|-158.119167
AIV|AIV|KAIV|KAIV|George Downer|George Downer|Aliceville|Aliceville|United States|United States|33.106465|33.106465|-88.197792|-88.197792
AIW|AIW|OPKC|OPKC|Ai-ais|Ai-ais|Ai-ais|Ai-ais|Namibia|Namibia|-27.983333333333|-27.983333333333|17.583055555556|17.583055555556
AIY|AIY|KAIY|KAIY|Bader Field|Bader Field|Atlantic City|Atlantic City|United States|United States|39.366666666667|39.366666666667|-74.45|-74.45
AIZ|AIZ|KAIZ|KAIZ|Lee C Fine Memorial|Lee C Fine Memorial|Kaiser/Lake Ozark|Kaiser/Lake Ozark|United States|United States|38.096035|38.096035|-92.549488|-92.549488
AJA|AJA|LFKJ|LFKJ|Campo Dell Oro|Campo Dell Oro|Ajaccio|Ajaccio|France|France|41.923889|41.923889|8.802500|8.802500
AJF|AJF|OESK|OESK|Jouf|Jouf|Sakaka Al Jouf|Sakaka Al Jouf|Saudi Arabia|Saudi Arabia|29.785133|29.785133|40.100006|40.100006
AJI|AJI|LTCO|LTCO|A&amp;#287;ri|A&amp;#287;ri|Agri|Agri|Italy|Italy|39.654569|39.654569|43.027150|43.027150
AJJ|AJJ|GQNJ|GQNJ|Akjoujt|Akjoujt|Akjoujt|Akjoujt|Mauritania|Mauritania|19.731667|19.731667|-14.379444|-14.379444
AJK|AJK|OIHR|OIHR|Araak|Araak|Araak|Araak|Iran|Iran|34.138147|34.138147|49.847292|49.847292
AJL|AJL|VEAZ|VEAZ|Aizawl|Aizawl|Aizawl|Aizawl|India|India|23.746603|23.746603|92.802767|92.802767
AJN|AJN|FMCV|FMCV|Ouani|Ouani|Anjouan|Anjouan|Comoros|Comoros|-12.131667|-12.131667|44.430279|44.430279
AJO|AJO|||Aljouf|Aljouf|Aljouf|Aljouf|Yemen|Yemen|15.717|15.717|44.250|44.250
AJR|AJR|ESNX|ESNX|Arvidsjaur|Arvidsjaur|Arvidsjaur|Arvidsjaur|Sweden|Sweden|65.590278|65.590278|19.281944|19.281944
AJS|AJS|||Abreojos|Abreojos|Abreojos|Abreojos|Mexico|Mexico|26.727222|26.727222|-113.559444|-113.559444
AJU|AJU|SBAR|SBAR|Santa Maria|Santa Maria|Aracaju|Aracaju|Brazil|Brazil|-10.984000|-10.984000|-37.070333|-37.070333
AJY|AJY|DRZA|DRZA|Agades|Agades|Agades|Agades|Niger|Niger|16.965997|16.965997|8.000114|8.000114
AKA|AKA|ZLAK|ZLAK|Ankang|Ankang|Ankang|Ankang|China|China|32.708056|32.708056|108.931389|108.931389
AKB|AKB|PAAK|PAAK|Atka|Atka|Atka|Atka|United States|United States|52.220586|52.220586|-174.206183|-174.206183
AKC|AKC|KAKR|KAKR|Fulton International|Fulton International|Akron/Canton|Akron/Canton|South Africa|South Africa|41.037500|41.037500|-81.466917|-81.466917
AKD|AKD|VAAK|VAAK|Akola|Akola|Akola|Akola|India|India|20.699006|20.699006|77.058628|77.058628
AKE|AKE|||Akieni|Akieni|Akieni|Akieni|Gabon|Gabon|-1.129436|-1.129436|13.920506|13.920506
AKF|AKF|HLKF|HLKF|Kufrah|Kufrah|Kufrah|Kufrah|Libya|Libya|24.178728|24.178728|23.313958|23.313958
AKG|AKG|||Anguganak|Anguganak|Anguganak|Anguganak|Papua New Guinea|Papua New Guinea|-3.550|-3.550|142.217|142.217
AKH|AKH|OEPS|OEPS|Prince Sultan Air Base|Prince Sultan Air Base|Al Kharj|Al Kharj|Saudi Arabia|Saudi Arabia|24.062700|24.062700|47.580536|47.580536
AKI|AKI|PFAK|PFAK|Akiak|Akiak|Akiak|Akiak|United States|United States|60.902889|60.902889|-161.230583|-161.230583
AKJ|AKJ|RJEC|RJEC|Asahikawa|Asahikawa|Asahikawa|Asahikawa|Japan|Japan|43.670833|43.670833|142.447500|142.447500
AKK|AKK|PAKH|PAKH|Akhiok SPB|Akhiok SPB|Akhiok|Akhiok|United States|United States|56.938691|56.938691|-154.182556|-154.182556
AKL|AKL|NZAA|NZAA|Auckland International|Auckland International|Auckland|Auckland|New Zealand|New Zealand|-37.008056|-37.008056|174.791667|174.791667
AKM|AKM|||Zakouma|Zakouma|Zakouma|Zakouma|Chad|Chad|10.900|10.900|19.817|19.817
AKN|AKN|PAKN|PAKN|King Salmon|King Salmon|King Salmon|King Salmon|United States|United States|58.676493|58.676493|-156.648691|-156.648691
AKO|AKO|KAKO|KAKO|Colorado Plains Regional Airport|Colorado Plains Regional Airport|Akron, CO|Akron, CO|United States|United States|40.175633|40.175633|-103.222028|-103.222028
AKP|AKP|PAKP|PAKP|Anaktuvuk|Anaktuvuk|Anaktuvuk|Anaktuvuk|United States|United States|68.133597|68.133597|-151.743342|-151.743342
AKQ|AKQ|WIAG|WIAG|Gunung Batin|Gunung Batin|Astraksetra|Astraksetra|Indonesia|Indonesia|-4.612|-4.612|105.232|105.232
AKR|AKR|DNAK|DNAK|Akure|Akure|Akure|Akure|Nigeria|Nigeria|7.246739|7.246739|5.301008|5.301008
AKT|AKT|LCRA|LCRA|Akrotiri Raf|Akrotiri Raf|Akrotiri|Akrotiri|Cyprus|Cyprus|34.590416|34.590416|32.987861|32.987861
AKU|AKU|ZWAK|ZWAK|Aksu|Aksu|Aksu|Aksu|China|China|41.262500|41.262500|80.291667|80.291667
AKV|AKV|CYKO|CYKO|Akulivik|Akulivik|Akulivik|Akulivik|Canada|Canada|60.818611|60.818611|-78.148611|-78.148611
AKW|AKW|OIAG|OIAG|Aghajari|Aghajari|Aghajari|Aghajari|Iran|Iran|30.744450|30.744450|49.677183|49.677183
AKX|AKX|UATT|UATT|Aktyubinsk|Aktyubinsk|Aktyubinsk|Aktyubinsk|Kazakhstan|Kazakhstan|50.245833|50.245833|57.206667|57.206667
AKY|AKY|VYSW|VYSW|Civil|Civil|Sittwe|Sittwe|Myanmar|Myanmar|20.132708|20.132708|92.872628|92.872628
ALA|ALA|UAAA|UAAA|Almaty|Almaty|Almaty|Almaty|Kazakhstan|Kazakhstan|43.352072|43.352072|77.040508|77.040508
ALB|ALB|KALB|KALB|Albany International|Albany International|Albany|Albany|United States|United States|42.749111|42.749111|-73.801972|-73.801972
ALC|ALC|LEAL|LEAL|Alicante El Altet|Alicante El Altet|Alicante|Alicante|Spain|Spain|38.282169|38.282169|-0.558156|-0.558156
ALD|ALD|SPAR|SPAR|Alerta|Alerta|Alerta|Alerta|Peru|Peru|-11.683|-11.683|-69.333|-69.333
ALE|ALE|||Alpine|Alpine|Alpine|Alpine|United States|United States|30.384222|30.384222|-103.683583|-103.683583
ALF|ALF|ENAT|ENAT|Alta|Alta|Alta|Alta|Norway|Norway|69.976111|69.976111|23.371667|23.371667
ALG|ALG|DAAG|DAAG|Houari Boumediene|Houari Boumediene|Algiers|Algiers|Algeria|Algeria|36.694444|36.694444|3.216944|3.216944
ALH|ALH|YABA|YABA|Albany|Albany|Albany|Albany|Australia|Australia|-34.943333|-34.943333|117.808889|117.808889
ALI|ALI|KALI|KALI|International|International|Alice|Alice|United States|United States|27.740889|27.740889|-98.026944|-98.026944
ALJ|ALJ|FAAB|FAAB|Kortdoorn|Kortdoorn|Alexander Bay|Alexander Bay|South Africa|South Africa|-28.575001|-28.575001|16.533332|16.533332
ALK|ALK|||Asela|Asela|Asela|Asela|Ethiopia|Ethiopia|7.967|7.967|39.117|39.117
ALL|ALL|LIMG|LIMG|Albenga|Albenga|Albenga|Albenga|Italy|Italy|44.050608|44.050608|8.127428|8.127428
ALM|ALM|KALM|KALM|Municipal|Municipal|Alamogordo|Alamogordo|United States|United States|32.839944|32.839944|-105.990583|-105.990583
ALN|ALN|KALN|KALN|Alton|Alton|Alton|Alton|United States|United States|38.889917|38.889917|-90.045989|-90.045989
ALO|ALO|KALO|KALO|Waterloo|Waterloo|Waterloo|Waterloo|United States|United States|42.557081|42.557081|-92.400344|-92.400344
ALP|ALP|OSAP|OSAP|Nejrab|Nejrab|Aleppo|Aleppo|Syria|Syria|36.180675|36.180675|37.224358|37.224358
ALQ|ALQ|SSAL|SSAL|Federal|Federal|Alegrete|Alegrete|Brazil|Brazil|-29.800274|-29.800274|-55.763054|-55.763054
ALR|ALR|NZLX|NZLX|Alexandra|Alexandra|Alexandra|Alexandra|New Zealand|New Zealand|-45.211667|-45.211667|169.373333|169.373333
ALS|ALS|KALS|KALS|Municipal|Municipal|Alamosa|Alamosa|United States|United States|37.434917|37.434917|-105.866556|-105.866556
ALT|ALT|||Alenquer|Alenquer|Alenquer|Alenquer|Brazil|Brazil|-1.917499|-1.917499|-54.721111|-54.721111
ALU|ALU|HCMA|HCMA|Alula|Alula|Alula|Alula|Somalia|Somalia|11.950|11.950|50.733|50.733
ALV|ALV|||Andorra La Vella H/P|Andorra La Vella H/P|Andorra La Vella|Andorra La Vella|Andorra|Andorra|42.506|42.506|1.522|1.522
ALW|ALW|KALW|KALW|Walla Walla|Walla Walla|Walla Walla|Walla Walla|United States|United States|46.094778|46.094778|-118.289000|-118.289000
ALX|ALX|KALX|KALX|Thomas C Russell Fld|Thomas C Russell Fld|Alexander City|Alexander City|United States|United States|32.914744|32.914744|-85.962956|-85.962956
ALY|ALY|HEAX|HEAX|El Nohza|El Nohza|Alexandria|Alexandria|Egypt|Egypt|31.183903|31.183903|29.948889|29.948889
ALZ|ALZ|KALZ|KALZ|Alitak SPB|Alitak SPB|Alitak|Alitak|United States|United States|56.899487|56.899487|-154.247847|-154.247847
AMA|AMA|KAMA|KAMA|Rick Husband Amarillo International|Rick Husband Amarillo International|Amarillo, TX|Amarillo, TX|United States|United States|35.219361|35.219361|-101.705917|-101.705917
AMB|AMB|FMNE|FMNE|Ambilobe|Ambilobe|Ambilobe|Ambilobe|Madagascar|Madagascar|-13.188431|-13.188431|48.987978|48.987978
AMC|AMC|FTTN|FTTN|Am Timan|Am Timan|Am Timan|Am Timan|Chad|Chad|11.034|11.034|20.274|20.274
AMD|AMD|VAAH|VAAH|Ahmedabad|Ahmedabad|Ahmedabad|Ahmedabad|India|India|23.077242|23.077242|72.634650|72.634650
AME|AME|||Alto Molocue|Alto Molocue|Alto Molocue|Alto Molocue|Mozambique|Mozambique|-15.633|-15.633|37.700|37.700
AMF|AMF|||Ama|Ama|Ama|Ama|Papua New Guinea|Papua New Guinea|-4.100|-4.100|141.667|141.667
AMG|AMG|||Amboin|Amboin|Amboin|Amboin|Papua New Guinea|Papua New Guinea|-4.600|-4.600|143.500|143.500
AMH|AMH|HAAM|HAAM|Arba Mintch|Arba Mintch|Arba Mintch|Arba Mintch|Ethiopia|Ethiopia|6.039389|6.039389|37.590453|37.590453
AMI|AMI|WADA|WADA|Selaparang|Selaparang|Mataram|Mataram|Indonesia|Indonesia|-8.560708|-8.560708|116.094656|116.094656
AMJ|AMJ|SNAR|SNAR|Almenara|Almenara|Almenara|Almenara|Brazil|Brazil|-16.165963|-16.165963|-40.684436|-40.684436
AMK|AMK|||Animas Airpark|Animas Airpark|Durango|Durango|United States|United States|37.203178|37.203178|-107.869195|-107.869195
AML|AML|||Puerto Armuellas|Puerto Armuellas|Puerto Armuellas|Puerto Armuellas|Panama|Panama|8.268056|8.268056|-82.864944|-82.864944
AMM|AMM|OJAI|OJAI|Queen Alia Intl|Queen Alia Intl|Amman|Amman|Jordan|Jordan|31.722556|31.722556|35.993214|35.993214
AMN|AMN|KAMN|KAMN|Gratiot Community|Gratiot Community|Alma|Alma|United States|United States|43.322139|43.322139|-84.687944|-84.687944
AMO|AMO|FTTU|FTTU|Mao|Mao|Mao|Mao|Chad|Chad|14.145556|14.145556|15.314444|15.314444
AMP|AMP|FMSY|FMSY|Ampanihy|Ampanihy|Ampanihy|Ampanihy|Madagascar|Madagascar|-24.699722|-24.699722|44.734167|44.734167
AMQ|AMQ|WAPP|WAPP|Pattimura|Pattimura|Ambon|Ambon|Indonesia|Indonesia|-3.710264|-3.710264|128.089136|128.089136
AMR|AMR|||Arno|Arno|Arno|Arno|Marshall Islands|Marshall Islands|7.083|7.083|171.683|171.683
AMS|AMS|EHAM|EHAM|Amsterdam-Schiphol|Amsterdam-Schiphol|Amsterdam|Amsterdam|Netherlands|Netherlands|52.308613|52.308613|4.763889|4.763889
AMT|AMT|YAMT|YAMT|Amata|Amata|Amata|Amata|Australia|Australia|-26.102778|-26.102778|131.206667|131.206667
AMU|AMU|||Amanab|Amanab|Amanab|Amanab|Papua New Guinea|Papua New Guinea|-3.583|-3.583|141.200|141.200
AMV|AMV|ULDD|ULDD|Amderma|Amderma|Amderma|Amderma|Russian Federation|Russian Federation|69.763333|69.763333|61.556389|61.556389
AMW|AMW|KAMW|KAMW|Ames|Ames|Ames|Ames|United States|United States|41.992056|41.992056|-93.621833|-93.621833
AMX|AMX|YAMM|YAMM|Ammaroo|Ammaroo|Ammaroo|Ammaroo|Australia|Australia|-21.739167|-21.739167|135.243056|135.243056
AMY|AMY|||Ambatomainty|Ambatomainty|Ambatomainty|Ambatomainty|Madagascar|Madagascar|-17.683|-17.683|45.617|45.617
AMZ|AMZ|NZAR|NZAR|Ardmore|Ardmore|Ardmore|Ardmore|New Zealand|New Zealand|-37.029722|-37.029722|174.973333|174.973333
ANA|ANA|KANA|KANA|Orange County Steel Salvage Heliport|Orange County Steel Salvage Heliport|Anaheim|Anaheim|United States|United States|33.812500|33.812500|-117.918889|-117.918889
ANB|ANB|KANB|KANB|Anniston Metropolitan|Anniston Metropolitan|Anniston|Anniston|United States|United States|33.588167|33.588167|-85.858111|-85.858111
ANC|ANC|PANC|PANC|Ted Stevens Anchorage International Airport|Ted Stevens Anchorage International Airport|Anchorage|Anchorage|United States|United States|61.174361|61.174361|-149.996361|-149.996361
AND|AND|KAND|KAND|Anderson|Anderson|Anderson|Anderson|United States|United States|34.494583|34.494583|-82.709389|-82.709389
ANE|ANE|LFJR|LFJR|Marce|Marce|Angers|Angers|France|France|47.560211|47.560211|-0.312128|-0.312128
ANF|ANF|SCFA|SCFA|Cerro Moreno|Cerro Moreno|Antofagasta|Antofagasta|Chile|Chile|-23.444478|-23.444478|-70.445100|-70.445100
ANG|ANG|LFBU|LFBU|Brie-Champniers|Brie-Champniers|Angouleme|Angouleme|France|France|45.729475|45.729475|0.219153|0.219153
ANH|ANH|||Anuha Island Resort|Anuha Island Resort|Anuha Island Resort|Anuha Island Resort|Solomon Islands|Solomon Islands|-8.983|-8.983|160.500|160.500
ANI|ANI|PANI|PANI|Aniak|Aniak|Aniak|Aniak|United States|United States|61.581597|61.581597|-159.543043|-159.543043
ANJ|ANJ|FCBZ|FCBZ|Zanaga|Zanaga|Zanaga|Zanaga|Congo|Congo|-2.850|-2.850|13.817|13.817
ANK|ANK|LTAD|LTAD|Etimesgut|Etimesgut|Ankara|Ankara|Turkey|Turkey|39.949831|39.949831|32.688622|32.688622
ANL|ANL|FNAL|FNAL|Andulo|Andulo|Andulo|Andulo|Angola|Angola|-11.471389|-11.471389|16.710833|16.710833
ANM|ANM|FMNH|FMNH|Antsirabato|Antsirabato|Antalaha|Antalaha|Madagascar|Madagascar|-14.999411|-14.999411|50.320233|50.320233
ANN|ANN|PANT|PANT|Annette Island|Annette Island|Annette Island|Annette Island|United States|United States|55.042437|55.042437|-131.572232|-131.572232
ANO|ANO|FQAG|FQAG|Angoche|Angoche|Angoche|Angoche|Mozambique|Mozambique|-16.181944|-16.181944|39.944722|39.944722
ANP|ANP|KANP|KANP|Lee|Lee|Annapolis|Annapolis|United States|United States|38.942878|38.942878|-76.568399|-76.568399
ANQ|ANQ|KANQ|KANQ|Tri-State Steuben Cty|Tri-State Steuben Cty|Angola|Angola|United States|United States|41.639698|41.639698|-85.083493|-85.083493
ANR|ANR|EBAW|EBAW|Deurne|Deurne|Antwerp|Antwerp|Belgium|Belgium|51.189444|51.189444|4.460278|4.460278
ANS|ANS|SPHY|SPHY|Andahuaylas|Andahuaylas|Andahuaylas|Andahuaylas|Peru|Peru|-13.706408|-13.706408|-73.350378|-73.350378
ANT|ANT|PHKO|PHKO|St Anton|St Anton|St Anton|St Anton|Austria|Austria|0|0|0|0
ANU|ANU|TAPA|TAPA|V. C. Bird Intl|V. C. Bird Intl|St. John&#039;s|St. John&#039;s|Antigua And Barbuda|Antigua And Barbuda|17.136667|17.136667|-61.792778|-61.792778
ANV|ANV|PANV|PANV|Anvik|Anvik|Anvik|Anvik|United States|United States|62.647328|62.647328|-160.190067|-160.190067
ANW|ANW|KANW|KANW|Ainsworth|Ainsworth|Ainsworth|Ainsworth|United States|United States|42.579228|42.579228|-99.992967|-99.992967
ANX|ANX|ENAN|ENAN|Andenes|Andenes|Andenes|Andenes|Norway|Norway|69.292500|69.292500|16.144167|16.144167
ANY|ANY|KANY|KANY|Anthony|Anthony|Anthony|Anthony|United States|United States|37.158522|37.158522|-98.079647|-98.079647
ANZ|ANZ|||Angus Downs|Angus Downs|Angus Downs|Angus Downs|Australia|Australia|-25.034|-25.034|132.276|132.276
AOA|AOA|||Aroa|Aroa|Aroa|Aroa|Papua New Guinea|Papua New Guinea|-9.017|-9.017|146.800|146.800
AOB|AOB|||Annanberg|Annanberg|Annanberg|Annanberg|Papua New Guinea|Papua New Guinea|-4.917|-4.917|144.650|144.650
AOC|AOC|EDAC|EDAC|Altenburg Nobitz|Altenburg Nobitz|Altenburg|Altenburg|Germany|Germany|50.981817|50.981817|12.506361|12.506361
AOD|AOD|||Abou Deia|Abou Deia|Abou Deia|Abou Deia|Chad|Chad|11.467|11.467|19.283|19.283
AOE|AOE|OPKC|OPKC|Anadolu University|Anadolu University|Eskisehir|Eskisehir|Turkey|Turkey|39.811666666667|39.811666666667|30.528611111111|30.528611111111
AOG|AOG|ZYAS|ZYAS|Anshan|Anshan|Anshan|Anshan|China|China|41.105278|41.105278|122.853889|122.853889
AOH|AOH|KAOH|KAOH|Allen County|Allen County|Lima|Lima|United States|United States|40.707478|40.707478|-84.027078|-84.027078
AOI|AOI|LIPY|LIPY|Falconara|Falconara|Ancona|Ancona|Italy|Italy|43.616342|43.616342|13.362319|13.362319
AOJ|AOJ|RJSA|RJSA|Aomori|Aomori|Aomori|Aomori|Japan|Japan|40.734722|40.734722|140.690833|140.690833
AOK|AOK|LGKP|LGKP|Karpathos|Karpathos|Karpathos|Karpathos|Greece|Greece|35.421408|35.421408|27.146008|27.146008
AOL|AOL|SARL|SARL|Paso De Los Libres|Paso De Los Libres|Paso De Los Libres|Paso De Los Libres|Argentina|Argentina|-29.689425|-29.689425|-57.152078|-57.152078
AON|AON|||Arona|Arona|Arona|Arona|Solomon Islands|Solomon Islands|-6.300|-6.300|146.017|146.017
AOO|AOO|KAOO|KAOO|Martinsburg|Martinsburg|Martinsburg|Martinsburg|United States|United States|40.296361|40.296361|-78.320028|-78.320028
AOR|AOR|WMKA|WMKA|Alor Setar|Alor Setar|Alor Setar|Alor Setar|Malaysia|Malaysia|6.189667|6.189667|100.398183|100.398183
AOS|AOS|HTDA|HTDA|Amook|Amook|Amook|Amook|United States|United States|57.466666666667|57.466666666667|-153.83333333333|-153.83333333333
AOT|AOT|LIMW|LIMW|Corrado Gex|Corrado Gex|Aosta|Aosta|Italy|Italy|45.738456|45.738456|7.368719|7.368719
AOU|AOU|VLAP|VLAP|Attopeu|Attopeu|Attopeu|Attopeu|Laos|Laos|14.800|14.800|106.833|106.833
APA|APA|KAPA|KAPA|Arapahoe Co|Arapahoe Co|Denver|Denver|United States|United States|39.570111|39.570111|-104.849306|-104.849306
APB|APB|SLAP|SLAP|Apolo|Apolo|Apolo|Apolo|Bolivia|Bolivia|-14.733|-14.733|-68.417|-68.417
APC|APC|KAPC|KAPC|Napa County|Napa County|Napa|Napa|United States|United States|38.213194|38.213194|-122.280694|-122.280694
APE|APE|SPAO|SPAO|San Juan Aposento|San Juan Aposento|San Juan Aposento|San Juan Aposento|Peru|Peru|-15.350|-15.350|-75.167|-75.167
APF|APF|KAPF|KAPF|Naples|Naples|Naples|Naples|United States|United States|26.152287|26.152287|-81.775793|-81.775793
APG|APG|KAPG|KAPG|Phillips AAF|Phillips AAF|Aberdeen|Aberdeen|United States|United States|39.466219|39.466219|-76.168808|-76.168808
APH|APH|KAPH|KAPH|Camp A P Hill|Camp A P Hill|Bowling Green|Bowling Green|United States|United States|38.068833|38.068833|-77.318333|-77.318333
API|API|SKAP|SKAP|Apiay|Apiay|Apiay|Apiay|Colombia|Colombia|4.076069|4.076069|-73.562731|-73.562731
APK|APK|NTGD|NTGD|Apataki|Apataki|Apataki|Apataki|French Polynesia|French Polynesia|-15.573611|-15.573611|-146.415278|-146.415278
APL|APL|FQNP|FQNP|Nampula|Nampula|Nampula|Nampula|Mozambique|Mozambique|-15.105611|-15.105611|39.281800|39.281800
APN|APN|KAPN|KAPN|Alpena County Regional|Alpena County Regional|Alpena|Alpena|United States|United States|45.078083|45.078083|-83.560306|-83.560306
APO|APO|SKLC|SKLC|Apartado|Apartado|Apartado|Apartado|Colombia|Colombia|7.811817|7.811817|-76.716325|-76.716325
APP|APP|||Asapa|Asapa|Asapa|Asapa|Papua New Guinea|Papua New Guinea|-8.967|-8.967|148.100|148.100
APQ|APQ|SNAL|SNAL|Arapiraca|Arapiraca|Arapiraca|Arapiraca|Brazil|Brazil|-9.775358|-9.775358|-36.629200|-36.629200
APR|APR|||April River|April River|April River|April River|Papua New Guinea|Papua New Guinea|-4.700|-4.700|142.533|142.533
APS|APS|SWNS|SWNS|Anapolis|Anapolis|Anapolis|Anapolis|Brazil|Brazil|-16.362336|-16.362336|-48.927053|-48.927053
APT|APT|KAPT|KAPT|Marion County|Marion County|Jasper|Jasper|United States|United States|35.060678|35.060678|-85.585317|-85.585317
APU|APU|SSAP|SSAP|Apucarana|Apucarana|Apucarana|Apucarana|Brazil|Brazil|-23.609511|-23.609511|-51.384486|-51.384486
APV|APV|KAPV|KAPV|Apple Valley|Apple Valley|Apple Valley|Apple Valley|United States|United States|34.575333|34.575333|-117.186194|-117.186194
APW|APW|NSFA|NSFA|Faleolo|Faleolo|Apia|Apia|Samoa|Samoa|-13.829667|-13.829667|-171.997167|-171.997167
APX|APX|SSOG|SSOG|Arapongas|Arapongas|Arapongas|Arapongas|Brazil|Brazil|-23.352856|-23.352856|-51.491656|-51.491656
APY|APY|SNAI|SNAI|Alto Parnaiba|Alto Parnaiba|Alto Parnaiba|Alto Parnaiba|Brazil|Brazil|-9.083605|-9.083605|-45.950554|-45.950554
APZ|APZ|SAHZ|SAHZ|Zapala|Zapala|Zapala|Zapala|Argentina|Argentina|-38.975500|-38.975500|-70.113581|-70.113581
AQA|AQA|SBAQ|SBAQ|Araraquara|Araraquara|Araraquara|Araraquara|Brazil|Brazil|-21.812000|-21.812000|-48.133028|-48.133028
AQB|AQB|MGQC|MGQC|Quiche Airport|Quiche Airport|Quiche|Quiche|Guatemala|Guatemala|15.012222|15.012222|-91.150556|-91.150556
AQG|AQG|ZSAQ|ZSAQ|Anqing|Anqing|Anqing|Anqing|China|China|30.582222|30.582222|117.050278|117.050278
AQI|AQI|OEPA|OEPA|Qaisumah|Qaisumah|Qaisumah|Qaisumah|Saudi Arabia|Saudi Arabia|28.335192|28.335192|46.125069|46.125069
AQJ|AQJ|OJAQ|OJAQ|King Hussein Intl|King Hussein Intl|Aqaba|Aqaba|Jordan|Jordan|29.611619|29.611619|35.018067|35.018067
AQM|AQM|SWNI|SWNI|Ariquemes|Ariquemes|Ariquemes|Ariquemes|Brazil|Brazil|-10.177778|-10.177778|-62.826111|-62.826111
AQP|AQP|SPQU|SPQU|Rodriguez Ballon|Rodriguez Ballon|Arequipa|Arequipa|Peru|Peru|-16.341072|-16.341072|-71.583083|-71.583083
AQS|AQS|||Saqani|Saqani|Saqani|Saqani|Fiji|Fiji|-16.450|-16.450|179.733|179.733
AQY|AQY|KAQY|KAQY|Alyeska|Alyeska|Alyeska|Alyeska|United States|United States|60.966096|60.966096|-149.125789|-149.125789
ARA|ARA|KARA|KARA|Acadiana Regional|Acadiana Regional|New Iberia|New Iberia|United States|United States|30.037758|30.037758|-91.883896|-91.883896
ARB|ARB|KARB|KARB|Municipal|Municipal|Ann Arbor, MI|Ann Arbor, MI|United States|United States|42.222984|42.222984|-83.745607|-83.745607
ARC|ARC|PARC|PARC|Arctic Village|Arctic Village|Arctic Village|Arctic Village|United States|United States|68.114669|68.114669|-145.579415|-145.579415
ARD|ARD|WATM|WATM|Alor Island|Alor Island|Alor Island|Alor Island|Indonesia|Indonesia|-8.132336|-8.132336|124.597014|124.597014
ARE|ARE|TJAB|TJAB|Arecibo|Arecibo|Arecibo|Arecibo|Puerto Rico|Puerto Rico|18.451111|18.451111|-66.675556|-66.675556
ARF|ARF|||Acaricuara|Acaricuara|Acaricuara|Acaricuara|Colombia|Colombia|0.567|0.567|-72.400|-72.400
ARG|ARG|KARG|KARG|Walnut Ridge|Walnut Ridge|Walnut Ridge|Walnut Ridge|United States|United States|36.124667|36.124667|-90.925111|-90.925111
ARH|ARH|ULAA|ULAA|Talagi|Talagi|Arkhangelsk|Arkhangelsk|Russian Federation|Russian Federation|64.600280|64.600280|40.716667|40.716667
ARI|ARI|SCAR|SCAR|Chacalluta|Chacalluta|Arica|Arica|Chile|Chile|-18.348531|-18.348531|-70.338742|-70.338742
ARJ|ARJ|WAJA|WAJA|Arso|Arso|Arso|Arso|Indonesia|Indonesia|-2.917|-2.917|140.783|140.783
ARK|ARK|HTAR|HTAR|Arusha|Arusha|Arusha|Arusha|Tanzania|Tanzania|-3.367794|-3.367794|36.633333|36.633333
ARL|ARL|DFER|DFER|Arly|Arly|Arly|Arly|Burkina Faso|Burkina Faso|11.597|11.597|1.483|1.483
ARM|ARM|YARM|YARM|Armidale|Armidale|Armidale|Armidale|Australia|Australia|-30.528056|-30.528056|151.617222|151.617222
ARN|ARN|ESSA|ESSA|Arlanda|Arlanda|Stockholm|Stockholm|Sweden|Sweden|59.651944|59.651944|17.918611|17.918611
ARO|ARO|||Arboletas|Arboletas|Arboletas|Arboletas|Colombia|Colombia|8.833|8.833|-76.433|-76.433
ARP|ARP|||Aragip|Aragip|Aragip|Aragip|Papua New Guinea|Papua New Guinea|-9.867|-9.867|149.483|149.483
ARQ|ARQ|||Arauquita|Arauquita|Arauquita|Arauquita|Colombia|Colombia|7.021058|7.021058|-71.388864|-71.388864
ARR|ARR|SAVR|SAVR|Alto Rio Senguerr|Alto Rio Senguerr|Alto Rio Senguerr|Alto Rio Senguerr|Argentina|Argentina|-45.017|-45.017|-70.800|-70.800
ARS|ARS|SWEC|SWEC|Aragarcas|Aragarcas|Aragarcas|Aragarcas|Brazil|Brazil|-15.896733|-15.896733|-52.095564|-52.095564
ART|ART|KART|KART|Watertown|Watertown|Watertown|Watertown|United States|United States|43.991917|43.991917|-76.021750|-76.021750
ARU|ARU|SBAU|SBAU|Aracatuba|Aracatuba|Aracatuba|Aracatuba|Brazil|Brazil|-21.141342|-21.141342|-50.424722|-50.424722
ARV|ARV|KARV|KARV|Noble F. Lee|Noble F. Lee|Minocqua|Minocqua|United States|United States|45.927917|45.927917|-89.730944|-89.730944
ARW|ARW|LRAR|LRAR|Arad|Arad|Arad|Arad|Romania|Romania|46.176550|46.176550|21.262022|21.262022
ARX|ARX|OIHR|OIHR|Asbury Park|Asbury Park|Neptune, NJ|Neptune, NJ|United States|United States|40.219444444444|40.219444444444|-74.09|-74.09
ARY|ARY|YARA|YARA|Ararat|Ararat|Ararat|Ararat|Australia|Australia|-37.309444|-37.309444|142.988611|142.988611
ASA|ASA|HHSB|HHSB|Assab International|Assab International|Assab|Assab|Eritrea|Eritrea|13.071783|13.071783|42.645006|42.645006
